用户问题/症状,子场景症状合并,标签（附加参考，用于引导生成或校正句子内容）,自我肯定语,zhihu_link
过度依赖外界,,用户1级需求： 用户2级需求：,他人的目光是一面镜子，但我是那画自己肖像的人，我知道自己是谁。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/40315645/answer/783805070
过度依赖外界,,用户1级需求： 用户2级需求：,我就像那夜空中最亮的星，不需要月亮的照耀，也能独自烁烁。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/40315645/answer/783805070
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,每次行动都是我种下的种子，终将迎来自我价值的花开。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我的选择如同笔尖在纸上划过，我的决定成为人生蓝图的轮廓。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我无需在镜前过度修饰，我本身就自有光彩。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我的每一次尝试，都在告诉我，失败只是成功的序曲。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我拥有翻越重山的能力，任何挑战在我眼中都只是小丘。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
情绪：愤怒与怨恨,,用户1级需求：鼓励自己开始新的生活，自己能平复心情 用户2级需求：,当愤怒如同野草般在我心中疯长时，我知道我必须去耕种新的愿望。,https://www.zhihu.com/question/379797015/answer/2793932552 https://www.zhihu.com/question/455128235/answer/1842812747
情绪：愤怒与怨恨,,用户1级需求：鼓励自己开始新的生活，自己能平复心情 用户2级需求：,在宽恕的暖风中，我吹散旧日的尘埃，迈开新生活的步伐。,https://www.zhihu.com/question/379797015/answer/2793932552 https://www.zhihu.com/question/455128235/answer/1842812747
情绪：愤怒与怨恨,,用户1级需求：鼓励自己开始新的生活，自己能平复心情 用户2级需求：,我解开束缚自己的枷锁，让过去沉入时间的河流，向前走。,https://www.zhihu.com/question/379797015/answer/2793932552 https://www.zhihu.com/question/455128235/answer/1842812747
情绪：愤怒与怨恨,,用户1级需求：鼓励自己开始新的生活，自己能平复心情 用户2级需求：,放手过去，我这样才能拥抱未来，得以轻松前行。,https://www.zhihu.com/question/379797015/answer/2793932552 https://www.zhihu.com/question/455128235/answer/1842812747
情绪：愤怒与怨恨,,用户1级需求：鼓励自己开始新的生活，自己能平复心情 用户2级需求：,我不再把每一天看作是重复的昨天，而是一个新的章节，一个全新的故事。,https://www.zhihu.com/question/379797015/answer/2793932552 https://www.zhihu.com/question/455128235/answer/1842812747
虚拟世界依赖,,用户1级需求： 用户2级需求：,我在现实的逃避中堆砌起了对虚拟的依赖，像自我隔离的高墙。,https://www.zhihu.com/question/630746133/answer/3553846514 https://www.zhihu.com/question/487726983/answer/2139768368
虚拟世界依赖,,用户1级需求： 用户2级需求：,我明白了，我的自我认同不是简单地埋藏在数字澎湃中的情感。,https://www.zhihu.com/question/630746133/answer/3553846514 https://www.zhihu.com/question/487726983/answer/2139768368
虚拟世界依赖,,用户1级需求： 用户2级需求：,虚拟世界的陪伴总像是隔着玻璃的温暖，我渴求的是脚踏实地的拥抱。,https://www.zhihu.com/question/630746133/answer/3553846514 https://www.zhihu.com/question/487726983/answer/2139768368
虚拟世界依赖,,用户1级需求： 用户2级需求：,我断开虚拟世界的链接，触摸到真实世界的脉动。,https://www.zhihu.com/question/630746133/answer/3553846514 https://www.zhihu.com/question/487726983/answer/2139768368
虚拟世界依赖,,用户1级需求： 用户2级需求：,我从数字牢笼中解放自己，去追求真实世界中的无限可能。,https://www.zhihu.com/question/630746133/answer/3553846514 https://www.zhihu.com/question/487726983/answer/2139768368
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,我在我有我的世界中漫步，他人的眼光不过是风中飘摇的风筝。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,我是我自己的王，不需要仰望别人的山岭。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,我的自我独立，像黑夜中的北极星，照亮我前行的路。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,孤独只是暂时的，我坚信自己的选择，不因他人而动摇。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：焦虑（不够独立）,,用户1级需求： 用户2级需求：,面对困难时，我如独木舟扬帆，自力更生，不依赖旁人之力。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/573030089/answer/2811105272
情绪：孤独,,用户1级需求： 用户2级需求：,在独处中创造值得，我正在与世界悄然联络。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/296898800/answer/2268747553
情绪：孤独,,用户1级需求： 用户2级需求：,孤独是我内心成熟的标志，每次沉默我都更加清晰地知晓自己。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/296898800/answer/2268747553
情绪：孤独,,用户1级需求： 用户2级需求：,通过作品与他人心灵共鸣，我不再感到孤立。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/296898800/answer/2268747553
情绪：孤独,,用户1级需求： 用户2级需求：,我的每一次行动，都在绘制我与世界的交集。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/296898800/answer/2268747553
情绪：孤独,,用户1级需求： 用户2级需求：,我的工作不只是自我实现，更是我与他人情感的桥梁。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/296898800/answer/2268747553
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,在人海之中，我通过言语的细线，连结一颗又一颗的心灵。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,沉默的我，是广阔天空下的一座山，不言语亦显巍峨。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,错误是我前行路上留下的深深浅浅的脚印，它们指引我继续前行。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,听从心声，诉说心语，是我开启沟通之门的钥匙。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
沟通障碍（不敢尝试表达）,,用户1级需求： 用户2级需求：,我所言，皆是内心真实的流露，它们具有不凡的力量。,https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060
回避交流,,用户1级需求： 用户2级需求：,我仿佛在人群之外徘徊，回避交流让我感到一座孤岛越来越沉闷。, https://www.zhihu.com/question/35858776/answer/3038573854
回避交流,,用户1级需求： 用户2级需求：,我决定打破沉默，让话语成为跨越孤独海洋的小船。, https://www.zhihu.com/question/35858776/answer/3038573854
回避交流,,用户1级需求： 用户2级需求：,我倾听他人，也邀请他人理解我，这样的沟通让我不再感到孤单。, https://www.zhihu.com/question/35858776/answer/3038573854
回避交流,,用户1级需求： 用户2级需求：,我的言辞将成为我与他人链接的桥梁。, https://www.zhihu.com/question/35858776/answer/3038573854
回避交流,,用户1级需求： 用户2级需求：,我让自己的故事被别人听见，也在他人的故事中找到共鸣。, https://www.zhihu.com/question/35858776/answer/3038573854
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,我在迷雾中徘徊，但每一次的迷茫都预示着我人生的新篇章即将开启。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,在我的迷茫里，激情和勇气从未离开，它们是我冬日里的火种。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,面对未知，我的行为不总是有答案，但我内心的渴望从未消逝，我在不断前行。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,每一滴汗水都是通往目标的印记，我不畏惧迷茫，因为那是找到自我的路。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,我正在学习去拥抱变化和不确定性，因为每次迷茫都赋予我新的启迪。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,焦虑如同我生活中的一片阴影，但我知道有了阴影，那便意味着光的方向。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,在职业的道路上，焦虑如影随形，提醒我每一次我都在成长。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,我将职业道路上的焦虑看作是挑战，直面它，我能找到最灿烂的自己。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,将焦虑打磨成行动的光芒，每一步都是我自我实现的坚实铺垫。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,在职业发展的路上，每一次的不确定都是对我潜在能力的呼唤。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我用忙碌填满时间，却发现自己像一只困在笼子里的鸟，越飞越孤独。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,创造价值是我与这个世界对话的方式，每一件作品都是一次联结。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,孤独像一把钝刀，割不开我与他人之间的隔阂，却让我疼得清醒。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我的双手在创造，我的心灵在联结，即使独自一人，我也不再孤单。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我看到自己的努力像种子一样，在别人的生活中生根发芽。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
注意力涣散,,用户1级需求： 用户2级需求：,我的注意力如同茫茫大海上的灯塔，虽四面是黑暗，却永远指向同一个方向。,https://zhuanlan.zhihu.com/p/527667081
注意力涣散,,用户1级需求： 用户2级需求：,我静心培育我的专注力，如同树苗慢慢长成大树，岁月悠长，却枝叶繁茂。,https://zhuanlan.zhihu.com/p/527667081
注意力涣散,,用户1级需求： 用户2级需求：,在这纷扰的世界里，我的心是一座孤独的堡垒，专注是我的盾牌，抵御分心的攻击。,https://zhuanlan.zhihu.com/p/527667081
注意力涣散,,用户1级需求： 用户2级需求：,当分心像一阵风掠过，我会像松树一样坚定，轻轻一摇，又恢复到我的专注之态。,https://zhuanlan.zhihu.com/p/527667081
注意力涣散,,用户1级需求： 用户2级需求：,察觉到注意力的涣散，我便会像行者一样调整脚步，重新寻找精神的归宿。,https://zhuanlan.zhihu.com/p/527667081
缺乏感恩的能力,,用户1级需求： 用户2级需求：,在幸福的时刻，我深感世界的美好，因为这些时刻教我学会感谢；即便在逆境，感恩的心让我心存希望。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
缺乏感恩的能力,,用户1级需求： 用户2级需求：,我所遇到的每道阳光和每抹微笑，都是生命赐予我的宝物。我将它们珍藏，并用行动表达我的感激之情。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
缺乏感恩的能力,,用户1级需求： 用户2级需求：,感恩是我心灵之火，在迷茫中指引方向，在无力中给予力量。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
缺乏感恩的能力,,用户1级需求： 用户2级需求：,我不愿只是播种，我要将感恩浇灌于心，让它生长出和谐和丰硕的果实。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
缺乏感恩的能力,,用户1级需求： 用户2级需求：,我会记住那些帮助过我的人和瞬间，因为他们使我的生活得以丰富，我将用行动回应这份温暖。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
认知失调,,用户1级需求： 用户2级需求：,信念与行为的不一致让我感到内心的一种微妙失落，这是认知失调在我灵魂深处刻下的印记。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
认知失调,,用户1级需求： 用户2级需求：,认知失调像一张无形的网，我决心从行为的每一根线条开始，一丝丝解开它。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
认知失调,,用户1级需求： 用户2级需求：,我把自我肯定当作一支火炬，在认知失调的迷雾中照亮前行的路。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
认知失调,,用户1级需求： 用户2级需求：,我明了认知失调的存在，就像黎明前的黑暗，预示着黎明的来临。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
认知失调,,用户1级需求： 用户2级需求：,在自我改变的征途上，我的脚步虽慢，但每一步都坚定而有力。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
过度反思自我责备,,用户1级需求：建立我现在已经有很多好的地方了，我不必对自己太严格 用户2级需求：,我在镜子前反复端详，却只看到了自己的影子，而非所有真实的自己。,https://www.zhihu.com/pin/1633285963152695296 https://www.zhihu.com/question/20307773/answer/2553466989
过度反思自我责备,,用户1级需求：建立我现在已经有很多好的地方了，我不必对自己太严格 用户2级需求：,我不会让自己活在完美的阴影下，我会拥抱此刻真实的自己。,https://www.zhihu.com/pin/1633285963152695296 https://www.zhihu.com/question/20307773/answer/2553466989
过度反思自我责备,,用户1级需求：建立我现在已经有很多好的地方了，我不必对自己太严格 用户2级需求：,我不因缺陷而沉重，我因前进而自豪。,https://www.zhihu.com/pin/1633285963152695296 https://www.zhihu.com/question/20307773/answer/2553466989
过度反思自我责备,,用户1级需求：建立我现在已经有很多好的地方了，我不必对自己太严格 用户2级需求：,每次我对自己微笑，都是对过去的释然，对未来的期待。,https://www.zhihu.com/pin/1633285963152695296 https://www.zhihu.com/question/20307773/answer/2553466989
认知混乱（无法诠释自己和家人的关系）,,用户1级需求： 用户2级需求：,我与每位家人间的联系如一条河流的支流，交织成我们共同的记忆之河。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
认知混乱（无法诠释自己和家人的关系）,,用户1级需求： 用户2级需求：,我愿意穿透时间的迷雾，去揭开家庭的秘密，感知属于自己的角色。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
认知混乱（无法诠释自己和家人的关系）,,用户1级需求： 用户2级需求：,在家族史的篇章里，我的名字被赋予了独特的意义，我愿意去书写自己的故事。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/432246724/answer/2169563558
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我站在内心的巨大矿井旁，挖掘出珍贵的自信。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,失败成为我脚下的基石，我一步一步在上面建造更坚强的我。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,每个尝试的脚印，都是通向成功的坚实路径。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我懂得了，自我价值是独立于他人评价之外的存在。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我建造成功，用的是耐心和汗水，而非浮夸的闪电。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,在这漆黑的夜，我挥动着内心的火把，照亮我孤独前行的路途。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,自我怀疑曾是我行囊中的一块石头，现在，我选择了抛弃它，轻松走远。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,即使是世间最曲折的河流，也有着自己独特的流向和美的所在，我亦如此。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我的心脏是我最真实的鼓动，它告诉所有怀疑的声音，这个世界，我配得上。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我把信念化作脚步，每一步都踏实而坚定，我的生命因我而灿烂。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
注意力涣散,,用户1级需求： 用户2级需求：,在繁杂的世界里，我学会了如何像农夫耕耘稻田一样耐心地引导我的注意力。,https://zhuanlan.zhihu.com/p/527667081
注意力涣散,,用户1级需求： 用户2级需求：,每一次专注，都是我内心湖面的涟漪，让思绪更加凝聚。,https://zhuanlan.zhihu.com/p/527667081
注意力涣散,,用户1级需求： 用户2级需求：,集中精力如同天边的一抹星河，璀璨且清晰，而我正在学会如何让它照进现实。,https://zhuanlan.zhihu.com/p/527667081
注意力涣散,,用户1级需求： 用户2级需求：,我是自己思想的舵手，通过管理我的注意力，我让自己的船只稳健航行。,https://zhuanlan.zhihu.com/p/527667081
注意力涣散,,用户1级需求： 用户2级需求：,专注是一颗种在心里的种子，我选择浇水，它便生长。,https://zhuanlan.zhihu.com/p/527667081
悲观,,用户1级需求： 用户2级需求：,我透过这层悲观的薄雾，看见了远处的希望。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
悲观,,用户1级需求： 用户2级需求：,在挫折中，我找到了新的自己，在失败中看到了胜利的影子。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
悲观,,用户1级需求： 用户2级需求：,选择的力量如同手中的画笔，我在画布上绘制自己的未来。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
悲观,,用户1级需求： 用户2级需求：,悲观，不过是一场即将过去的暴风雨，我的灵魂在风暴后更加坚定。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
悲观,,用户1级需求： 用户2级需求：,我在困境中点燃的积极之光，照亮了我前行的道路。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
情绪：焦虑（生活不受控）,,用户1级需求： 用户2级需求：,焦虑是我内心的荒芜之地，我日渐尝试种下希望的种子。,https://www.zhihu.com/pin/1204544655179907072 
情绪：焦虑（生活不受控）,,用户1级需求： 用户2级需求：,在这个纷扰的世界，我依旧选择我的生活方式，寂寞却坚定。,https://www.zhihu.com/pin/1204544655179907072 
情绪：焦虑（生活不受控）,,用户1级需求： 用户2级需求：,我用爱浇灌我的身体，我知道，它会伴随我走过每一段旅程。,https://www.zhihu.com/pin/1204544655179907072 
情绪：焦虑（生活不受控）,,用户1级需求： 用户2级需求：,变化是生命的节奏，我学会了随它起舞，微笑着去面对。,https://www.zhihu.com/pin/1204544655179907072 
情绪：焦虑（生活不受控）,,用户1级需求： 用户2级需求：,我选择在生活的波澜中，静静地呼吸，等待风平浪静。,https://www.zhihu.com/pin/1204544655179907072 
,,用户1级需求： 用户2级需求：,我回到生活的起点，把握那些基本需求，这是抵御不安的基石。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
,,用户1级需求： 用户2级需求：,我探索内心深处，发现那些真实的二级需求，这是平息焦虑的良药。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
,,用户1级需求： 用户2级需求：,我用最真诚的态度回应需求，这是我对抗焦虑的盾牌。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
,,用户1级需求： 用户2级需求：,我倾听和理解自己，满足那些深层的需要，这是走向内心平和的道路。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,焦虑如薄雾，缠绕我心，但我仍是那艘掌舵的船，穿越而过。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,我不为不确定的未来忧虑，相信时间会给出答案。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,金钱的波动，是世界的脉搏，我以平静的心，感受它的节奏。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,经济的压力，如潮水般汹涌，而我是那块不动的岩石，屹立不倒。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：焦虑（经济压力）,,用户1级需求： 用户2级需求：,每个挑战都是命运的赠礼，我以勇气之名，欣然接受。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/313253074/answer/2468916548
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,在迷茫中寻找自我，我在汲汲探寻中描摹出自己的轮廓。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,清晰的目标像星星一样引导我，每一步都映照出真实的自我。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,不确定的未来，是我探索世界的萤火虫，闪烁着无尽光芒。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,迷茫是海面上的雾，我将航行至星辰璀璨的彼岸。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
情绪：迷茫（人生规划）,,用户1级需求： 用户2级需求：,在人生的道路上，我将绘制自己的地图，每一步都是独一无二的旅程。,https://www.zhihu.com/question/511874994/answer/3585167784 https://zhuanlan.zhihu.com/p/397031814
回避交流,,用户1级需求： 用户2级需求：,我像一只贝壳，紧闭自己，以为可以避免沙粒的伤害，却不知道也在回避那璀璨的珍珠。, https://www.zhihu.com/question/35858776/answer/3038573854
回避交流,,用户1级需求： 用户2级需求：,我内心的海浪在起伏，但我必须学会航行，因为只有直面风浪，才能看见前方的岸。, https://www.zhihu.com/question/35858776/answer/3038573854
回避交流,,用户1级需求： 用户2级需求：,我不安地站在对话的门槛，每一个迈出的小步，都让我离那宽广的人生更近一步。, https://www.zhihu.com/question/35858776/answer/3038573854
回避交流,,用户1级需求： 用户2级需求：,我的语言，是火柴在黑夜里擦出的火花，每一次对话，都是我与这世界温暖的接触。, https://www.zhihu.com/question/35858776/answer/3038573854
回避交流,,用户1级需求： 用户2级需求：,我勇敢地打开心门，让话语如清风穿过，这是连接我和世界的桥梁。, https://www.zhihu.com/question/35858776/answer/3038573854
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我用忙碌填满时间，却发现自己像一只困在笼子里的鸟，越飞越孤独。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,创造价值是我与这个世界对话的方式，每一件作品都是一次联结。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我的双手在创造，我的心灵在联结，即使独自一人，我也不再孤单。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,我看到自己的努力像种子一样，在别人的生活中生根发芽。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,自我肯定语1,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,自我肯定语2,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,自我肯定语3,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,自我肯定语4,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,自我肯定语5,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,在这喧嚣的世界里，我能听见自己心跳的声音，每一次跳动都是对自我的肯定。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,我不去追逐那些不属于我的掌声，我只等待那些懂我的目光。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,我的平静如夜空中的明月，即使周围是无尽的黑暗，我依然皎洁宁静。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,与人交流，我用心灵的语言，对自己，我更是如此。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
