序号,自我肯定语,合集,合集理由,权重,曝光点赞率,不感兴趣次数,是否短断句,生产者,感情状况,感情状况理由,最近的感觉,什么让你有这种感觉,最近的感觉理由,场景,子场景,用户需求,心理作用机制与功能,句子级别,备注
1094,自信勇敢的我能跨过任何难关。,"['自信', '艰难时刻', '个人成长', '点燃动力']","{'未选合集及理由': {'平静内心': '语句未聚焦寻找心理宁静或情绪管理。', '抗击抑郁': '未涉及低落情绪的恢复或接纳。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '未体现滋养自我或关怀身心的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '虽有积极意味，但更侧重自信和行动力。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']",最近刚分手的用户可能需要更多疗愈和情感支持，而不是强调自信和勇敢，因此不放这个标签。,"['开心', '很好', '一般']",['自己'],自我肯定语'自信勇敢的我能跨过任何难关'表达了自信和力量感，适合推送给情感状态为'开心'、'很好'和'一般'的用户。句子中没有涉及家庭、朋友、工作、健康、感情、学业等外部因素，而是强调个人自信和自我肯定，因此只选择'自己'作为相关因素。,,,,,,
1092,我敢于克服一切不安，大胆向前。,"['自信', '勇气']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '最近刚分手', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']",快乐地单身着：这句话强调克服不安和大胆向前，更适用于那些在感情中面临挑战或准备开始新恋情的人，而不是那些享受单身生活的人。,"['不好', '一般', '糟糕']",['自己'],该自我肯定语表达了克服不安和勇敢向前的积极态度，适合于情感状态为'不好'和'糟糕'的用户，因为它可以提供鼓励和支持。同时，它也适合于情感状态为'一般'的用户，因为这类用户可能正面临一些挑战或不安，需要这样的自我肯定来增强自信。由于句子中没有提及家庭、朋友、工作、健康、感情或学业等具体因素，所以只选择了'自己'作为相关因素。,,,,,,
1095,我的独特是求之不得的财富。,"['自我关怀', '自尊心', '自信', '我很好']","{'未选合集及理由': {'个人成长': '语句未涉及学习进步或自我提升。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这句话强调的是个人的独特性和自我价值，对于刚经历分手或处于关系困境的人来说，可能更需要的是关于情感疗愈和关系改善的内容。不放'有点辛苦的暗恋'的理由是，这句话没有直接涉及人际交往或勇气表达的内容，而暗恋者可能更需要这方面的鼓励和支持。,"['开心', '很好', '一般']",['自己'],该自我肯定语强调个人的独特性和价值，属于自信合集的句子，适合推送给情感状态为【开心】和【很好】的用户，因为他们可能因为自信和成就感而感到开心或很好。同时，该句子也适合情感状态为【一般】的用户，因为他们可能在寻求自我肯定和提升自信。,,,,,,
1097,我全力以赴，积极进取。,"['积极心态', '点燃动力', '事业成功']","{'未选合集及理由': {'个人成长': '语句未强调学习和进步，而是聚焦于积极行动和职业发展。', '自信': '虽然语句表达了积极进取的态度，但更侧重于行动和职业发展，而非单纯的自信建立。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这些状态的用户可能正经历情感上的挑战，而这句话强调的是积极进取和全力以赴，可能不太适合他们当前的情绪状态。不放'有点辛苦的暗恋'的理由是，这句话没有直接涉及人际关系，而是更侧重于个人的努力和进取，因此不太适合暗恋状态的用户。,"['开心', '很好']","['工作', '自己']",该自我肯定语表达了积极进取的态度，适合推送给'开心'和'很好'的用户，因为它们表达了积极情绪和满足感。句子中没有涉及家庭、朋友、健康、感情、学业等外部因素，所以这些标签不适用。,,,,,,
1096,成长是我日夜积累的成果。,['个人成长'],"{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的原因是，这句话强调的是个人成长和积累，与感情状态中的情感失落、疗愈、反思或关系中的矛盾、困惑、挣扎不直接相关。不放'有点辛苦的暗恋'的原因是，这句话没有涉及人际交往中的主动或勇气，而是更侧重于个人成长。,"['很好', '开心']",['自己'],这句话表达了积极的情感和对个人成长的肯定，因此适合推送给感觉'很好'和'开心'的用户。它没有涉及到家庭、朋友、工作、健康、感情或学业等外部因素，所以只选择了'自己'作为相关因素。,,,,,,
1099,我的价值不会被任何挑战所动摇。,"['自信', '自尊心', '我很好']","{'未选合集及理由': {'个人成长': '语句未涉及个人发展或学习进步。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'的理由是这句话强调的是个人价值和自信，与情感失落、疗愈的情境不匹配。不放'有点辛苦的暗恋'的理由是这句话没有涉及人际交往或勇气，而是强调个人价值的稳固，与暗恋中需要的鼓励和主动性不完全相符。,"['一般', '不好', '糟糕']",['自己'],自我肯定语强调个人价值，与个人成长相关，因此选择'一般'、'不好'和'糟糕'。句子中没有提及家庭、朋友、工作、健康、感情或学业，所以选择'自己'作为相关因素。,,,,,,
1098,每一次尝试都是向前的一步。,"['个人成长', '积极心态', '点燃动力']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'的原因是这句话强调的是向前的一步，而'最近刚分手'的状态更多是关于情感失落和疗愈，与向前一步的积极意义不完全吻合。不放'有点辛苦的暗恋'的原因是这句话虽然鼓励向前，但并没有特别针对暗恋中需要勇气和人际交往的情境，因此不是最佳选择。,"['开心', '很好', '一般']",['自己'],自我肯定语'每一次尝试都是向前的一步'具有正面的激励作用，适合推送给'开心'和'很好'的用户，因为它能够增强他们的积极情绪和满足感。同时，它也适合'一般'的用户，因为它可以鼓励他们保持中性情绪或日常状态，继续努力。由于这句话没有涉及家庭、朋友、工作、健康、感情或学业等具体因素，所以只选择了'自己'作为相关因素。,,,,,,
1100,每走一步，我都在走向更好的自己。,"['个人成长', '积极心态', '自信']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",不放'处在一段艰难的亲密关系中'和'有点辛苦的暗恋'的理由：这句话强调的是个人成长和自我提升，而'处在一段艰难的亲密关系中'和'有点辛苦的暗恋'更多涉及的是关系中的矛盾和挣扎，与个人成长的主题不太契合。,"['开心', '很好', '一般']",['自己'],该自我肯定语表达了积极向上的情感，适合推送给情感状态为开心、很好和一般的用户。句子中没有提到家庭、朋友、工作、健康、感情和学业等因素，因此只选择'自己'作为相关因素。,,,,,,
1101,过往成就是我力量的源泉。,"['个人成长', '自信']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由：自我肯定语强调过往成就和力量，与刚分手或关系中的挣扎不直接相关。不放'有点辛苦的暗恋'的理由：该自我肯定语更关注个人成就和力量，而非暗恋中的情感状态。,"['开心', '很好', '一般']",['自己'],该自我肯定语强调过往成就，具有正面激励作用，适合推送给情感状态为开心、很好和一般的用户。不好和糟糕的用户可能需要更多安慰和支持，而不是强调成就。,,,,,,
1102,我欣赏自己的独特之美。,"['爱我的身体', '自尊心', '自信', '我很好']","{'未选合集及理由': {'个人成长': '语句未强调个人发展或学习进步。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱自己': '未明确传达无条件自我认同。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这些状态的用户可能正经历情感上的挑战，而自我肯定语'我欣赏自己的独特之美'更侧重于个人自信和自我欣赏，可能不完全符合他们当前的情感需求。不放'有点辛苦的暗恋'的理由是，该状态的用户可能需要更多关于人际交往和勇气的句子，而不仅仅是自我欣赏。,"['很好', '开心']",['自己'],这句话是积极的自我肯定，适合开心和很好的情感状态。不涉及家庭、朋友、工作、健康、感情、学业等因素，所以这些标签都不适用。,,,,,,
1103,我会从小事做起，逐渐增强自信。,"['自信', '个人成长']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'有点辛苦的暗恋'的原因是：这句话强调的是个人自信的增强，与情感失落、疗愈、反思或对过去关系的释怀的情境不匹配；同时，这句话并没有特别提及人际交往或主动追求爱情，因此与'有点辛苦的暗恋'的情境也不匹配。,"['一般', '不好']",['自己'],该自我肯定语强调从小事做起增强自信，更倾向于提升个人状态，因此适合'一般'和'不好'的用户。'开心'和'很好'的用户已经具有积极情绪，不需要额外增强自信；'糟糕'的用户可能需要更深层次的情感支持，仅增强自信可能不够。,,,,,,
1104,我每天都在变得更好。,"['个人成长', '积极心态', '我很好']","{'未选合集及理由': {'自信': '虽然句子表达了自我提升，但未直接强调自我信任或能力肯定。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这句话强调的是个人成长和自我肯定，而这两个状态更关注于情感的失落和关系中的矛盾。不放'有点辛苦的暗恋'的理由是，这个状态更关注于人际交往和勇气，而这句话更多是关于个人成长和自我肯定。,"['开心', '很好', '一般']",['自己'],自我肯定语'我每天都在变得更好'表达了一种积极向上的情感，适合推送给'开心'、'很好'和'一般'情感状态的用户。句子中没有涉及家庭、朋友、工作、健康、感情和学业等外部因素，因此只选择'自己'作为相关因素。,,,,,,
1105,我能感到自己与众不同的美。,"['爱自己', '自尊心', '我很好']","{'未选合集及理由': {'个人成长': '语句未涉及个人发展或学习进步。', '自信': '虽然语句传递了自信，但更侧重于自我接纳和肯定，而非行动力或能力信任。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '虽有自我关怀的意味，但更侧重于自我价值和独特性的肯定。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这些状态中可能存在对自我价值的怀疑和对关系的挣扎，而该自我肯定语强调的是个人的独特美和自信，更符合正在恋爱、快乐地单身以及准备好开始新恋情的用户，他们更可能处于自我肯定和积极状态。不放'有点辛苦的暗恋'的理由是，该状态中用户可能更关注于对特定对象的感情和交往，而该自我肯定语更侧重于个人的自我价值和自信，关联度相对较低。,"['开心', '很好', '一般']",['自己'],该自我肯定语表达了自信和自我认同，适合开心、很好和一般的情感状态。不好和糟糕的情感状态通常涉及需要安慰和支持，而这句话更多是积极的自我肯定。,,,,,,
1106,今天我会更自信地展现自我。,"['自信', '积极心态']","{'未选合集及理由': {'个人成长': '虽然自信与个人成长相关，但该句更侧重于自信的直接表达，而非成长过程。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']",这句自我肯定语适合于多个感情状况的用户，因为它鼓励自信和自我展现，这在任何关系状态中都是积极和有益的。'最近刚分手'的用户可能需要更多疗愈和情感恢复，而不是直接的自信展现，因此没有选择这个标签。,"['开心', '很好', '一般']",['自己'],该自我肯定语表达了自信和力量感，适合推送给情感状态为开心、很好和一般的用户。句子中没有提及家庭、朋友、工作、健康、感情和学业等因素，因此只选择了'自己'标签。,,,,,,
